Sample in Buffer,Sample in Window,TRIGGER,u0/wb_dbus_adr[31:0],u0/wb_dbus_cyc,u0/wb_dbus_dat[31:0],u0/wb_dbus_we,u0/wb_dbus_rdt[31:0],u0/o_probuf_0[31:0],u0/o_probuf_1[31:0],u0/o_probuf_2[31:0],u0/o_exe_req,u0/o_autoexec[2:0],u0/o_autoexec_wr,u0/wb_dbus_ack
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1159,1159,0,fc3ffffc,0,003fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1160,1160,0,fe1ffffc,0,001fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1161,1161,0,ff0ffffc,0,000fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1162,1162,0,ff87fffc,0,0007ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1163,1163,0,ffc3fffc,0,0003ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1164,1164,0,ffe1fffc,0,0001ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1165,1165,0,fff0fffc,0,0000ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1166,1166,0,fff87ffc,0,00007fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1167,1167,0,fffc3ffc,0,00003fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1168,1168,0,fffe1ffc,0,00001fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1169,1169,0,ffff0ffc,0,00000fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1170,1170,0,ffff87fc,0,000007ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1171,1171,0,ffffc3fc,0,000003ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1172,1172,0,ffffe1fc,0,000001ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1173,1173,0,fffff0fc,0,000000ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1174,1174,0,fffff87c,0,0000007f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1175,1175,0,fffffc3c,0,0000003f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1176,1176,0,fffffe1c,0,0000001f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1177,1177,0,ffffff0c,0,0000000f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1178,1178,0,ffffff84,0,00000007,1,00000000,88002483,0004a483,00100073,0,0,0,0
1179,1179,0,ffffffc0,0,00000003,1,00000000,88002483,0004a483,00100073,0,0,0,0
1180,1180,0,ffffffe0,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
1181,1181,0,fffffff0,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1182,1182,0,fffffff0,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1183,1183,0,fffffff8,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1184,1184,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1185,1185,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1186,1186,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1187,1187,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1188,1188,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1189,1189,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1190,1190,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1191,1191,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1192,1192,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1193,1193,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1194,1194,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1195,1195,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1196,1196,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1197,1197,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1198,1198,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1199,1199,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1200,1200,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1201,1201,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1202,1202,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1203,1203,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1204,1204,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1205,1205,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1206,1206,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1207,1207,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1208,1208,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1209,1209,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1210,1210,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1211,1211,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1212,1212,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1213,1213,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1214,1214,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1215,1215,0,fffffffc,0,00000000,1,8c000023,88002483,0004a483,00100073,0,0,0,0
1216,1216,0,fffffffc,0,00000000,1,8c000023,88002483,0004a483,00100073,0,0,0,0
1217,1217,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1218,1218,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1219,1219,0,7ffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1220,1220,0,3ffffffc,0,00000000,1,00040001,88002483,0004a483,00100073,0,0,0,0
1221,1221,0,1ffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1222,1222,0,0ffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1223,1223,0,07fffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1224,1224,0,03fffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1225,1225,0,81fffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1226,1226,0,c0fffffc,0,00000000,1,000000ff,88002483,0004a483,00100073,0,0,0,0
1227,1227,0,607ffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1228,1228,0,303ffffc,0,00000000,1,00040001,88002483,0004a483,00100073,0,0,0,0
1229,1229,0,181ffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1230,1230,0,8c0ffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1231,1231,0,c607fffc,0,00000000,1,000000ff,88002483,0004a483,00100073,0,0,0,0
1232,1232,0,e303fffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1233,1233,0,f181fffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1234,1234,0,f8c0fffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1235,1235,0,fc607ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1236,1236,0,fe303ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1237,1237,0,ff181ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1238,1238,0,ff8c0ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1239,1239,0,ffc607fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1240,1240,0,ffe303fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1241,1241,0,fff181fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1242,1242,0,fff8c0fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1243,1243,0,fffc607c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1244,1244,0,fffe303c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1245,1245,0,ffff181c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1246,1246,0,ffff8c0c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1247,1247,0,ffffc604,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1248,1248,0,ffffe300,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1249,1249,0,fffff180,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1250,1250,0,fffff8c0,1,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1251,1251,0,fffff8c0,1,00000000,1,8c000023,88002483,0004a483,00100073,0,0,0,1
1252,1252,0,fffff8c0,0,8c000023,1,8c000023,88002483,0004a483,00100073,0,0,0,0
1253,1253,0,fffff8c0,0,46000011,1,00000000,88002483,0004a483,00100073,0,0,0,0
1254,1254,0,fffff8c0,0,23000008,1,00000000,88002483,0004a483,00100073,0,0,0,0
1255,1255,0,fffff8c0,0,11800004,1,00000000,88002483,0004a483,00100073,0,0,0,0
1256,1256,0,fffff8c0,0,08c00002,1,00000000,88002483,0004a483,00100073,0,0,0,0
1257,1257,0,fffff8c0,0,04600001,1,00000000,88002483,0004a483,00100073,0,0,0,0
1258,1258,0,fffff8c0,0,02300000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1259,1259,0,fffff8c0,0,01180000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1260,1260,0,fffff8c0,0,008c0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1261,1261,0,fffff8c0,0,00460000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1262,1262,0,fffff8c0,0,00230000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1263,1263,0,fffff8c0,0,00118000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1264,1264,0,fffff8c0,0,0008c000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1265,1265,0,fffff8c0,0,00046000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1266,1266,0,fffff8c0,0,00023000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1267,1267,0,fffff8c0,0,00011800,1,00000000,88002483,0004a483,00100073,0,0,0,0
1268,1268,0,fffff8c0,0,00008c00,1,00000000,88002483,0004a483,00100073,0,0,0,0
1269,1269,0,fffff8c0,0,00004600,1,00000000,88002483,0004a483,00100073,0,0,0,0
1270,1270,0,fffff8c0,0,00002300,1,00000000,88002483,0004a483,00100073,0,0,0,0
1271,1271,0,fffff8c0,0,00001180,1,00000000,88002483,0004a483,00100073,0,0,0,0
1272,1272,0,fffff8c0,0,000008c0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1273,1273,0,fffff8c0,0,00000460,1,00000000,88002483,0004a483,00100073,0,0,0,0
1274,1274,0,fffff8c0,0,00000230,1,00000000,88002483,0004a483,00100073,0,0,0,0
1275,1275,0,fffff8c0,0,00000118,1,00000000,88002483,0004a483,00100073,0,0,0,0
1276,1276,0,fffff8c0,0,0000008c,1,00000000,88002483,0004a483,00100073,0,0,0,0
1277,1277,0,fffff8c0,0,00000046,1,00000000,88002483,0004a483,00100073,0,0,0,0
1278,1278,0,fffff8c0,0,00000023,1,00000000,88002483,0004a483,00100073,0,0,0,0
1279,1279,0,fffff8c0,0,00000011,1,00000000,88002483,0004a483,00100073,0,0,0,0
1280,1280,0,fffff8c0,0,00000008,1,00000000,88002483,0004a483,00100073,0,0,0,0
1281,1281,0,fffff8c0,0,00000004,1,00000000,88002483,0004a483,00100073,0,0,0,0
1282,1282,0,fffff8c0,0,00000002,1,00000000,88002483,0004a483,00100073,0,0,0,0
1283,1283,0,fffff8c0,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
1284,1284,0,fffff8c0,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1285,1285,0,fffff8c0,0,00000000,1,8c204403,88002483,0004a483,00100073,0,0,0,0
1286,1286,0,fffff8c0,0,00000000,0,8c204403,88002483,0004a483,00100073,0,0,0,0
1287,1287,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1288,1288,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1289,1289,0,7ffffc60,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1290,1290,0,bffffe30,0,80000000,0,5b4107f4,88002483,0004a483,00100073,0,0,0,0
1291,1291,0,5fffff18,0,40000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1292,1292,0,2fffff8c,0,20000000,0,00040001,88002483,0004a483,00100073,0,0,0,0
1293,1293,0,17ffffc4,0,10000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1294,1294,0,0bffffe0,0,08000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1295,1295,0,85fffff0,0,84000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1296,1296,0,c2fffff8,0,c2000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1297,1297,0,617ffffc,0,61000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1298,1298,0,30bffffc,0,30800000,0,00040001,88002483,0004a483,00100073,0,0,0,0
1299,1299,0,185ffffc,0,18400000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1300,1300,0,8c2ffffc,0,8c200000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1301,1301,0,c617fffc,0,c6100000,0,000000ff,88002483,0004a483,00100073,0,0,0,0
1302,1302,0,e30bfffc,0,e3080000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1303,1303,0,f185fffc,0,f1840000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1304,1304,0,f8c2fffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1305,1305,0,fc617ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1306,1306,0,fe30bffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1307,1307,0,ff185ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1308,1308,0,ff8c2ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1309,1309,0,ffc617fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1310,1310,0,ffe30bfc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1311,1311,0,fff185fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1312,1312,0,fff8c2fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1313,1313,0,fffc617c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1314,1314,0,fffe30bc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1315,1315,0,ffff185c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1316,1316,0,ffff8c2c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1317,1317,0,ffffc614,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1318,1318,0,ffffe308,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1319,1319,0,fffff184,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1320,1320,0,fffff8c0,1,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1321,1321,0,fffff8c0,1,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,1
1322,1322,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1323,1323,0,fffff8c0,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1324,1324,0,fffff8c0,0,c0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1325,1325,0,fffff8c0,0,e0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1326,1326,0,fffff8c0,0,f0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1327,1327,0,fffff8c0,0,f8000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1328,1328,0,fffff8c0,0,fc000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1329,1329,0,fffff8c0,0,fe000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1330,1330,0,fffff8c0,0,ff000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1331,1331,0,fffff8c0,0,ff800000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1332,1332,0,fffff8c0,0,ffc00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1333,1333,0,fffff8c0,0,ffe00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1334,1334,0,fffff8c0,0,fff00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1335,1335,0,fffff8c0,0,fff80000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1336,1336,0,fffff8c0,0,fffc0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1337,1337,0,fffff8c0,0,fffe0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1338,1338,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1339,1339,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1340,1340,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1341,1341,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1342,1342,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1343,1343,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1344,1344,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1345,1345,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1346,1346,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1347,1347,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1348,1348,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1349,1349,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1350,1350,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1351,1351,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1352,1352,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1353,1353,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1354,1354,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1355,1355,0,fffff8c0,0,ffff0000,0,00041c63,88002483,0004a483,00100073,0,0,0,0
1356,1356,0,fffff8c0,0,ffff0000,1,00041c63,88002483,0004a483,00100073,0,0,0,0
1357,1357,0,fffff8c0,0,ffff0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1358,1358,0,fffff8c0,0,ffff0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1359,1359,0,7ffffc60,0,7fff8000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1360,1360,0,3ffffe30,0,3fffc000,1,00040001,88002483,0004a483,00100073,0,0,0,0
1361,1361,0,1fffff18,0,1fffe000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1362,1362,0,8fffff8c,0,0ffff000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1363,1363,0,c7ffffc4,0,07fff800,1,000000ff,88002483,0004a483,00100073,0,0,0,0
1364,1364,0,63ffffe0,0,03fffc00,1,00000000,88002483,0004a483,00100073,0,0,0,0
1365,1365,0,31fffff0,0,01fffe00,1,00040001,88002483,0004a483,00100073,0,0,0,0
1366,1366,0,18fffff8,0,00ffff00,1,00000000,88002483,0004a483,00100073,0,0,0,0
1367,1367,0,0c7ffffc,0,007fff80,1,00000000,88002483,0004a483,00100073,0,0,0,0
1368,1368,0,063ffffc,0,003fffc0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1369,1369,0,031ffffc,0,001fffe0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1370,1370,0,018ffffc,0,000ffff0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1371,1371,0,00c7fffc,0,0007fff8,1,00000000,88002483,0004a483,00100073,0,0,0,0
1372,1372,0,0063fffc,0,0003fffc,1,00000000,88002483,0004a483,00100073,0,0,0,0
1373,1373,0,0031fffc,0,0001fffe,1,00000000,88002483,0004a483,00100073,0,0,0,0
1374,1374,0,0018fffc,0,0000ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1375,1375,0,000c7ffc,0,00007fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1376,1376,0,00063ffc,0,00003fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1377,1377,0,00031ffc,0,00001fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1378,1378,0,00018ffc,0,00000fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1379,1379,0,0000c7fc,0,000007ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1380,1380,0,000063fc,0,000003ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1381,1381,0,000031fc,0,000001ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1382,1382,0,000018fc,0,000000ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1383,1383,0,00000c7c,0,0000007f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1384,1384,0,0000063c,0,0000003f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1385,1385,0,0000031c,0,0000001f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1386,1386,0,0000018c,0,0000000f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1387,1387,0,000000c4,0,00000007,1,00000000,88002483,0004a483,00100073,0,0,0,0
1388,1388,0,00000060,0,00000003,1,00000000,88002483,0004a483,00100073,0,0,0,0
1389,1389,0,00000030,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
1390,1390,0,00000018,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1391,1391,0,00000018,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1392,1392,0,0000000c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1393,1393,0,00000004,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1394,1394,0,00000000,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1395,1395,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1396,1396,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1397,1397,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1398,1398,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1399,1399,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1400,1400,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1401,1401,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1402,1402,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1403,1403,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1404,1404,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1405,1405,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1406,1406,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1407,1407,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1408,1408,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1409,1409,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1410,1410,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1411,1411,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1412,1412,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1413,1413,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1414,1414,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1415,1415,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1416,1416,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1417,1417,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1418,1418,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1419,1419,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1420,1420,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1421,1421,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1422,1422,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1423,1423,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1424,1424,0,00000000,0,00000000,1,8c104403,88002483,0004a483,00100073,0,0,0,0
1425,1425,0,00000000,0,00000000,0,8c104403,88002483,0004a483,00100073,0,0,0,0
1426,1426,0,00000000,0,00000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1427,1427,0,00000000,0,00000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1428,1428,0,80000000,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1429,1429,0,40000000,0,40000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1430,1430,0,20000000,0,20000000,0,00040001,88002483,0004a483,00100073,0,0,0,0
1431,1431,0,10000000,0,10000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1432,1432,0,08000000,0,08000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1433,1433,0,04000000,0,04000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1434,1434,0,82000000,0,82000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1435,1435,0,c1000000,0,c1000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1436,1436,0,60800000,0,60800000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1437,1437,0,30400000,0,30400000,0,00040001,88002483,0004a483,00100073,0,0,0,0
1438,1438,0,18200000,0,18200000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1439,1439,0,8c100000,0,8c100000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1440,1440,0,c6080000,0,c6080000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1441,1441,0,e3040000,0,e3040000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1442,1442,0,f1820000,0,f1820000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1443,1443,0,f8c10000,0,f8c10000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1444,1444,0,fc608000,0,fc608000,0,00000063,88002483,0004a483,00100073,0,0,0,0
